Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
12822,1.21,Very Good,I,SI1,62.8,57.0,5346,6.73,6.8,4.25
44094,0.59,Very Good,G,SI1,59.3,58.0,1555,5.45,5.51,3.25
778,0.75,Fair,F,VS1,55.8,70.0,2859,6.09,5.98,3.37
24908,2.01,Premium,H,VS2,62.8,58.0,13342,7.99,7.9,4.99
1651,0.77,Premium,F,VS2,62.4,59.0,3018,5.85,5.81,3.64
51051,0.61,Ideal,G,VVS2,62.4,53.8,2331,5.42,5.45,3.39
25713,1.35,Ideal,G,IF,62.2,57.0,14616,7.07,7.11,4.41
21644,1.01,Ideal,E,VVS2,62.7,56.0,9735,6.42,6.46,4.04
27783,0.3,Good,G,VS2,58.5,64.0,648,4.42,4.37,2.57
9954,1.0,Very Good,D,SI1,60.1,60.0,4697,6.47,6.55,3.91
34582,0.5,Fair,E,SI2,68.6,56.0,871,4.87,4.75,3.3
39884,0.42,Ideal,G,VVS2,62.1,57.0,1103,4.8,4.77,2.97
217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
22998,2.3,Premium,I,SI2,61.3,58.0,11051,8.53,8.46,5.21
44954,0.53,Very Good,G,VS1,60.9,56.0,1636,5.24,5.27,3.2
20153,1.22,Ideal,G,VS1,62.5,57.0,8608,6.82,6.77,4.25
13719,0.37,Ideal,I,VS1,60.8,56.0,603,4.67,4.71,2.85
25287,1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8
2413,0.74,Very Good,E,VS2,61.8,58.0,3180,5.79,5.82,3.59
43176,0.64,Very Good,I,SI1,63.0,57.0,1390,5.47,5.52,3.46
35781,0.32,Ideal,F,VVS1,60.3,57.0,912,4.42,4.44,2.67
35286,0.3,Premium,J,VS2,60.6,59.0,473,4.38,4.34,2.64
49002,0.67,Premium,G,VS2,61.0,57.0,2050,5.68,5.63,3.45
33568,0.43,Ideal,D,SI1,61.5,56.0,830,4.82,4.87,2.98
17451,1.01,Very Good,F,VS1,62.8,58.0,6999,6.32,6.39,3.99
18322,1.54,Very Good,J,SI1,61.2,59.0,7453,7.41,7.45,4.55
16287,1.01,Very Good,E,VS2,63.3,58.0,6516,6.38,6.35,4.03
19388,1.2,Premium,G,VS1,62.5,59.0,8056,6.72,6.64,4.19
34343,0.3,Ideal,E,VVS1,62.5,56.0,862,4.28,4.3,2.68
21689,1.56,Ideal,I,SI1,62.5,54.0,9788,7.45,7.37,4.63
30441,0.32,Ideal,G,VVS2,61.1,55.0,730,4.42,4.45,2.71
46872,0.53,Ideal,E,VS2,61.9,55.0,1813,5.22,5.19,3.22
263,0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58
34507,0.4,Very Good,F,VS1,60.4,58.0,868,4.75,4.79,2.88
45357,0.56,Ideal,D,SI1,61.2,57.0,1664,5.37,5.35,3.28
36313,0.32,Premium,H,VVS1,62.9,58.0,936,4.37,4.34,2.74
39485,0.41,Premium,E,VS1,59.9,58.0,1079,4.83,4.88,2.91
38667,0.38,Ideal,G,VS1,62.1,56.0,1040,4.68,4.63,2.89
23327,1.53,Premium,F,SI1,62.0,56.0,11370,7.47,7.39,4.61
6785,1.02,Premium,H,SI2,61.1,61.0,4113,6.51,6.48,3.97
27354,2.41,Good,I,SI2,57.7,61.0,17923,8.87,8.83,5.11
52160,0.7,Very Good,E,VS2,58.8,56.0,2473,5.79,5.84,3.42
7461,1.05,Premium,H,SI2,63.0,59.0,4234,6.48,6.44,4.07
28677,0.24,Ideal,F,VVS1,60.8,55.0,678,4.03,4.06,2.46
53358,0.7,Premium,G,VS2,58.1,55.0,2657,5.83,5.8,3.38
7354,0.93,Very Good,D,SI2,62.6,57.0,4214,6.2,6.26,3.9
26330,2.05,Premium,I,SI1,61.2,57.0,15837,8.24,8.21,5.03
36304,0.32,Premium,H,VVS1,61.4,58.0,936,4.42,4.37,2.7
45203,0.51,Premium,E,VS2,61.0,60.0,1656,5.12,5.17,3.14
6666,1.11,Premium,G,SI1,60.9,59.0,4096,6.69,6.64,4.07
3441,0.9,Premium,H,SI1,62.8,62.0,3387,6.09,6.05,3.81
45751,0.7,Ideal,I,SI2,61.5,53.0,1702,5.74,5.77,3.54
15333,1.19,Very Good,D,SI2,61.1,58.0,6157,6.84,6.88,4.19
46307,0.3,Premium,E,SI1,62.5,59.0,526,4.28,4.3,2.68
28429,0.3,Ideal,D,VS2,60.6,58.0,670,4.31,4.33,2.62
36995,0.54,Ideal,J,SI1,62.5,54.0,964,5.22,5.25,3.27
40422,0.5,Fair,H,VS1,66.6,58.0,1134,4.95,4.84,3.26
6622,1.12,Premium,G,SI2,61.2,58.0,4084,6.67,6.69,4.09
26491,2.01,Fair,D,SI2,66.9,57.0,16086,7.87,7.76,5.23
36517,0.3,Premium,F,VVS2,62.4,58.0,945,4.28,4.25,2.66
26377,1.5,Premium,F,VS1,62.2,60.0,15851,7.3,7.27,4.53
52690,0.71,Premium,E,SI1,60.1,60.0,2552,5.78,5.73,3.45
46380,0.55,Ideal,G,VS1,61.5,57.0,1763,5.23,5.28,3.23
39351,0.52,Good,I,SI1,63.6,60.0,1073,5.1,5.05,3.23
22127,1.2,Premium,D,VS2,61.1,58.0,10161,6.85,6.83,4.18
53784,0.73,Ideal,E,SI1,62.8,57.0,2728,5.73,5.74,3.6
37057,0.43,Ideal,I,VVS1,62.2,57.0,968,4.84,4.81,3.0
10312,1.1,Ideal,H,SI1,62.5,57.0,4764,6.6,6.56,4.11
1788,0.76,Ideal,H,SI1,61.4,55.0,3050,5.82,5.9,3.6
53175,0.71,Very Good,G,VS1,64.0,56.0,2630,5.65,5.67,3.62
50175,1.03,Good,J,I1,58.2,64.0,2220,6.64,6.69,3.88
919,1.02,Ideal,J,SI2,60.3,54.0,2879,6.53,6.5,3.93
38446,0.35,Ideal,G,VVS1,61.0,56.0,1028,4.56,4.59,2.79
39280,0.34,Good,H,SI1,63.7,57.0,490,4.44,4.45,2.83
52192,0.7,Fair,G,VS2,64.9,57.0,2479,5.55,5.54,3.6
46196,0.5,Ideal,F,VS2,60.9,57.0,1749,5.14,5.16,3.14
3257,0.74,Premium,E,VS1,62.8,59.0,3357,5.76,5.68,3.59
12585,1.11,Premium,G,SI1,60.1,60.0,5281,6.73,6.68,4.03
36672,0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66
38228,0.4,Ideal,H,VVS1,62.0,54.0,1017,4.72,4.76,2.94
46329,0.51,Ideal,E,VS1,61.5,56.0,1758,5.11,5.16,3.16
26439,2.01,Good,G,SI2,63.6,59.0,15977,8.0,7.95,5.07
21208,1.51,Ideal,I,VS2,61.6,57.0,9352,7.34,7.28,4.5
10328,0.91,Fair,D,VS2,64.5,55.0,4765,6.24,6.07,3.97
43583,0.5,Premium,D,VS2,62.2,60.0,1431,5.15,5.05,3.17
36838,0.37,Premium,G,VS1,61.5,58.0,957,4.6,4.57,2.82
16972,1.01,Very Good,G,VS1,58.8,58.0,6777,6.52,6.61,3.86
682,0.75,Ideal,J,SI1,61.5,56.0,2850,5.83,5.87,3.6
49089,0.53,Premium,E,VS2,59.6,58.0,2061,5.36,5.32,3.18
7222,0.89,Ideal,D,SI2,60.8,56.0,4192,6.22,6.25,3.79
6794,0.9,Good,I,VVS1,63.6,58.0,4114,6.14,6.1,3.89
42061,0.48,Premium,H,VS1,60.7,61.0,1270,5.04,5.01,3.05
3676,0.9,Very Good,G,SI2,61.1,55.0,3445,6.21,6.26,3.81
44503,0.9,Premium,H,I1,58.8,62.0,1599,6.32,6.26,3.7
43074,0.56,Very Good,D,SI1,62.2,63.0,1378,5.23,5.28,3.27
44414,0.52,Ideal,G,VS2,61.9,55.0,1586,5.15,5.19,3.2
6611,0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
7770,0.81,Premium,D,VS1,62.3,58.0,4284,5.94,6.0,3.72
51489,0.71,Ideal,F,SI1,62.9,57.0,2381,5.71,5.65,3.57
5977,1.2,Premium,J,SI2,59.6,62.0,3951,6.95,6.9,4.13
31945,0.3,Premium,F,VS2,61.4,60.0,776,4.34,4.29,2.65
14803,1.19,Very Good,E,SI1,58.0,63.0,5956,6.9,6.97,4.02
9052,0.34,Premium,I,SI1,60.0,58.0,589,4.55,4.51,2.72
22501,1.22,Ideal,D,VS2,61.7,56.0,10538,6.89,6.86,4.24
39165,0.45,Good,E,SI1,63.9,57.0,1063,4.86,4.81,3.09
9245,1.01,Premium,H,VS2,61.9,62.0,4559,6.45,6.37,3.97
9459,1.38,Good,J,SI2,63.7,58.0,4598,7.06,7.01,4.48
14335,0.92,Ideal,F,VS2,61.2,56.0,5805,6.25,6.3,3.84
11260,0.91,Premium,E,VS1,62.7,59.0,4969,6.19,6.15,3.87
15111,1.25,Very Good,E,SI2,60.8,55.0,6073,6.94,7.0,4.24
30997,0.41,Ideal,I,VS2,61.5,55.0,747,4.8,4.82,2.96
35235,0.41,Ideal,I,VVS2,60.7,57.0,894,4.81,4.84,2.93
24311,2.11,Premium,J,SI2,61.0,58.0,12554,8.29,8.2,5.03
41797,0.5,Ideal,E,SI1,60.6,57.0,1250,5.19,5.14,3.13
35718,0.3,Premium,D,VS2,61.0,58.0,911,4.34,4.32,2.64
31068,0.33,Premium,G,VVS2,61.0,58.0,752,4.44,4.48,2.72
10130,1.32,Premium,I,VS1,62.4,58.0,4719,7.01,6.96,4.36
18198,1.57,Ideal,I,SI2,62.8,57.0,7385,7.39,7.36,4.63
42277,0.23,Very Good,D,VVS2,61.9,60.0,505,3.9,3.95,2.43
19389,1.09,Premium,F,VS1,60.9,58.0,8057,6.63,6.67,4.05
2896,0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9
15759,1.25,Ideal,G,SI2,61.5,56.0,6300,7.0,6.92,4.28
12720,0.29,Very Good,D,VVS2,59.1,61.0,600,4.33,4.37,2.57
17458,1.01,Very Good,D,VS2,60.6,56.0,7001,6.45,6.51,3.93
43790,0.56,Premium,G,SI1,60.2,59.0,1441,5.36,5.34,3.22
52606,0.61,Ideal,G,VVS1,62.7,58.0,2544,5.39,5.43,3.39
51876,0.71,Good,I,VVS2,63.1,58.0,2428,5.64,5.71,3.58
40780,0.35,Ideal,D,VVS1,61.5,57.0,1167,4.52,4.55,2.79
37209,0.34,Ideal,G,IF,61.3,56.0,974,4.52,4.55,2.78
24542,2.01,Premium,I,SI1,60.5,58.0,12829,8.2,8.06,4.92
18737,1.58,Premium,J,SI1,59.8,58.0,7654,7.61,7.57,4.54
16811,1.02,Ideal,E,VS2,60.7,56.0,6704,6.58,6.61,4.0
5390,0.3,Very Good,G,SI1,59.5,63.0,574,4.32,4.29,2.56
213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
8806,1.01,Very Good,I,SI1,64.2,55.0,4475,6.28,6.34,4.05
15904,1.02,Ideal,G,VS2,60.5,57.0,6356,6.51,6.55,3.95
38875,0.4,Premium,F,VS1,62.5,59.0,1050,4.69,4.66,2.92
41520,0.32,Premium,F,VVS1,60.7,58.0,1235,4.4,4.43,2.68
7678,0.74,Good,D,VVS1,59.2,62.6,4274,5.85,5.87,3.47
5112,0.72,Ideal,F,VS1,61.3,56.0,3759,5.74,5.78,3.54
1607,0.75,Ideal,H,SI1,61.9,55.0,3011,5.82,5.85,3.61
24403,1.51,Premium,E,SI1,58.3,59.0,12644,7.52,7.47,4.37
43502,0.53,Good,E,VS2,58.6,62.0,1422,5.26,5.32,3.1
12115,1.25,Premium,I,SI2,60.5,58.0,5166,7.0,6.96,4.22
44956,0.51,Very Good,E,VS1,62.0,61.0,1636,5.11,5.14,3.18
3396,0.32,Ideal,I,VVS2,62.2,54.5,567,4.38,4.42,2.74
47827,0.55,Ideal,H,IF,62.3,54.0,1905,5.25,5.28,3.28
20008,1.02,Ideal,E,VS1,62.6,56.0,8545,6.45,6.42,4.03
20125,1.2,Ideal,F,VS2,61.2,53.0,8588,6.88,6.85,4.2
22109,1.0,Premium,E,VVS1,60.3,54.0,10134,6.59,6.47,3.94
3373,0.3,Ideal,H,SI1,62.0,58.0,407,4.25,4.33,2.66
41019,0.55,Premium,G,SI2,60.3,58.0,1186,5.35,5.33,3.22
31217,0.32,Ideal,D,SI1,62.6,55.0,756,4.39,4.36,2.74
19476,1.26,Premium,G,VS2,60.1,61.0,8113,7.04,6.97,4.21
16296,1.22,Ideal,F,SI2,62.5,56.0,6518,6.85,6.81,4.27
2809,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83
45592,0.52,Ideal,E,VS2,60.9,57.0,1689,5.21,5.23,3.18
42804,0.52,Ideal,G,SI1,62.2,54.0,1352,5.18,5.2,3.23
4821,0.9,Premium,F,SI2,60.5,57.0,3704,6.23,6.2,3.76
29681,0.32,Ideal,D,VS1,61.1,56.0,707,4.44,4.47,2.72
44496,0.51,Very Good,D,VS2,63.7,55.0,1599,5.05,5.09,3.23
807,0.84,Premium,F,SI2,62.3,59.0,2863,6.06,6.01,3.76
16839,1.56,Ideal,H,SI2,62.3,55.0,6716,7.39,7.35,4.59
52968,0.24,Ideal,F,VVS2,62.6,57.0,552,3.93,3.96,2.47
38411,0.35,Premium,G,VVS2,62.2,58.0,1024,4.54,4.49,2.81
29095,0.36,Premium,D,SI2,60.0,58.0,689,4.62,4.58,2.76
42651,0.4,Premium,G,IF,59.8,58.0,1333,4.79,4.85,2.88
17924,1.52,Very Good,J,SI1,62.3,57.0,7239,7.32,7.38,4.58
40940,0.25,Very Good,I,VVS2,62.1,56.0,500,4.03,4.05,2.51
19438,1.04,Very Good,F,VS1,61.6,60.0,8090,6.49,6.54,4.01
584,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58
6324,1.11,Very Good,H,SI2,61.5,59.0,4029,6.56,6.61,4.05
35022,0.4,Premium,E,SI1,62.0,61.0,882,4.71,4.67,2.91
30521,0.26,Ideal,E,VVS2,61.3,57.0,733,4.12,4.15,2.53
16505,2.1,Fair,G,I1,67.4,59.0,6597,7.82,7.76,5.24
48652,0.36,Premium,G,SI1,61.8,59.0,537,4.55,4.57,2.82
45003,0.57,Very Good,F,VS2,62.0,54.0,1637,5.31,5.34,3.3
6442,0.79,Ideal,H,IF,61.3,56.0,4046,5.96,5.98,3.66
31530,0.34,Ideal,E,SI1,62.9,56.0,765,4.48,4.45,2.81
4501,0.9,Premium,H,VS2,60.0,59.0,3629,6.23,6.16,3.72
5967,0.9,Very Good,F,SI1,60.4,60.0,3950,6.23,6.29,3.78
36618,0.32,Ideal,D,SI2,59.8,57.0,477,4.4,4.46,2.65
10723,0.31,Good,D,SI2,63.6,54.0,593,4.34,4.31,2.75
35556,0.35,Premium,G,VS1,60.7,61.0,906,4.58,4.54,2.77
51672,0.72,Ideal,E,SI2,61.9,55.0,2398,5.76,5.78,3.57
53380,0.73,Ideal,E,SI1,60.1,56.0,2661,5.91,5.87,3.54
31623,0.3,Ideal,H,SI1,61.9,57.0,450,4.3,4.32,2.67
2159,0.75,Ideal,E,SI2,62.6,55.0,3129,5.72,5.79,3.6
1239,1.01,Fair,G,SI2,67.1,59.0,2942,6.27,6.19,4.18
4457,1.01,Good,I,VS2,63.6,57.0,3620,6.3,6.21,3.98
52347,0.55,Very Good,E,VVS2,60.6,56.0,2499,5.33,5.36,3.24
27991,0.3,Ideal,E,VS2,62.0,55.0,658,4.25,4.3,2.65
23484,1.99,Premium,G,SI2,59.1,61.0,11486,8.08,8.05,4.77
53225,0.5,Ideal,D,VVS2,61.8,54.1,2639,5.1,5.14,3.16
33598,0.37,Ideal,G,VS2,62.2,57.0,833,4.64,4.59,2.87
39148,0.32,Ideal,F,VVS1,61.1,56.0,1061,4.45,4.42,2.71
1133,0.72,Ideal,F,SI1,61.0,55.0,2920,5.78,5.85,3.55
12678,1.09,Premium,I,VS2,60.1,59.0,5306,6.74,6.67,4.03
8367,0.9,Very Good,G,VS2,58.8,61.0,4400,6.28,6.3,3.7
49953,0.3,Premium,H,SI1,60.8,61.0,540,4.3,4.25,2.6
10630,1.15,Premium,H,SI2,61.6,60.0,4830,6.75,6.72,4.15
31215,0.32,Premium,D,SI1,61.4,58.0,756,4.42,4.38,2.7
40839,0.5,Premium,H,SI1,62.9,58.0,1172,5.04,5.01,3.16
36526,0.4,Premium,E,SI1,62.0,55.0,945,4.74,4.68,2.92
47495,0.5,Ideal,G,VVS1,62.1,53.5,1865,5.08,5.13,3.17
3875,0.83,Premium,E,SI1,60.7,58.0,3482,6.06,6.09,3.69
7303,1.2,Premium,D,SI2,60.2,60.0,4203,6.94,6.81,4.14
29046,0.4,Very Good,E,SI1,61.4,58.0,687,4.77,4.81,2.94
7402,0.33,Ideal,H,VS1,61.9,56.0,579,4.44,4.48,2.76
45035,0.54,Good,G,VS2,56.9,62.0,1637,5.42,5.4,3.08
12187,1.01,Fair,E,SI1,56.8,61.0,5185,6.59,6.62,3.75
2498,1.01,Fair,F,SI1,66.1,60.0,3197,6.15,6.13,4.06
21048,0.31,Ideal,H,VVS2,62.4,57.0,625,4.32,4.36,2.71
29689,0.4,Very Good,E,SI1,62.9,58.0,707,4.71,4.74,2.97
37544,0.39,Ideal,F,VVS2,61.3,56.0,988,4.73,4.77,2.91
35645,0.31,Ideal,G,VVS2,61.4,56.0,907,4.38,4.35,2.68
10061,0.31,Ideal,H,SI1,61.5,56.0,591,4.36,4.39,2.69
35207,0.33,Premium,I,IF,62.0,58.0,891,4.46,4.44,2.76
20011,0.3,Very Good,H,SI1,61.3,61.0,421,4.25,4.27,2.61
47970,0.52,Ideal,D,VS2,61.8,55.0,1919,5.19,5.16,3.2
40589,0.41,Premium,E,VS1,60.6,59.0,1153,4.8,4.77,2.9
2531,0.7,Ideal,G,VVS2,61.0,56.0,3205,5.74,5.77,3.51
18155,1.09,Ideal,G,VS2,61.2,56.0,7357,6.62,6.64,4.06
16564,1.01,Premium,G,VS1,62.3,59.0,6618,6.42,6.38,3.99
31892,0.3,Ideal,G,VS1,61.9,56.0,776,4.34,4.29,2.67
42134,0.5,Premium,D,SI1,61.3,60.0,1279,5.15,5.1,3.14
9070,1.13,Premium,G,SI2,60.0,61.0,4518,6.78,6.71,4.05
49574,0.59,Ideal,G,VVS2,61.0,57.0,2131,5.44,5.41,3.31
11920,1.3,Good,J,SI2,62.9,56.0,5124,6.9,6.94,4.35
31396,0.45,Very Good,G,SI2,59.7,61.0,764,4.95,5.0,2.97
3065,0.73,Ideal,E,VS1,62.3,56.0,3311,5.8,5.75,3.6
42324,0.41,Ideal,D,VVS2,62.3,55.0,1295,4.76,4.77,2.97
10407,0.31,Good,G,SI1,63.6,57.0,593,4.33,4.29,2.74
22406,1.52,Good,H,VS2,63.3,57.0,10428,7.32,7.33,4.64
30405,0.32,Ideal,G,VVS2,61.4,55.0,730,4.4,4.43,2.71
15009,1.26,Ideal,G,SI2,60.9,55.0,6046,7.05,7.0,4.28
9423,1.01,Good,G,SI1,63.9,57.0,4588,6.3,6.37,4.05
3235,0.9,Very Good,G,SI2,63.1,59.0,3353,6.11,6.16,3.87
53657,0.76,Premium,D,SI2,58.8,57.0,2706,6.03,5.98,3.51
41562,0.5,Ideal,G,SI1,61.7,57.0,1237,5.06,5.08,3.13
48147,0.7,Premium,J,VS2,61.2,60.0,1940,5.73,5.7,3.5
17130,1.21,Ideal,H,VS1,60.7,57.0,6834,6.86,6.89,4.17
18487,1.0,Very Good,G,VVS2,62.3,58.0,7528,6.39,6.45,4.0
27761,0.32,Premium,H,VS2,60.5,59.0,648,4.43,4.39,2.67
22756,2.01,Fair,H,SI2,66.7,56.0,10772,7.8,7.76,5.19
4590,1.01,Good,J,VS2,62.8,58.0,3655,6.3,6.35,3.97
29661,0.35,Premium,F,VS2,61.5,59.0,706,4.53,4.55,2.79
23681,1.62,Premium,F,SI1,60.1,58.0,11733,7.63,7.59,4.57
31452,0.34,Ideal,G,VS2,61.1,55.0,765,4.55,4.52,2.77
8186,1.2,Ideal,I,SI1,62.2,57.0,4368,6.8,6.77,4.22
32001,0.28,Very Good,D,VVS2,62.2,52.0,777,4.21,4.25,2.63
41077,0.41,Premium,F,VVS2,60.3,58.0,1192,4.83,4.79,2.9
49405,0.58,Premium,E,VS1,60.7,58.0,2105,5.41,5.36,3.27
47849,0.53,Premium,E,VS2,58.5,61.0,1908,5.33,5.26,3.1
35057,0.47,Ideal,I,VS2,62.1,54.0,884,4.98,5.0,3.1
47345,0.5,Premium,D,VS2,61.1,58.0,1845,5.12,5.09,3.12
41650,0.44,Good,D,VS2,60.6,64.0,1238,4.97,4.89,2.99
51810,0.71,Ideal,D,SI2,62.3,56.0,2416,5.68,5.72,3.55
32280,0.3,Ideal,G,VVS1,62.3,54.0,789,4.31,4.33,2.69
41157,0.48,Good,G,VS1,58.6,62.0,1199,5.14,5.2,3.03
52779,0.78,Very Good,E,SI1,63.4,56.0,2565,5.84,5.9,3.72
27851,0.34,Ideal,H,VVS2,60.9,55.0,652,4.52,4.54,2.75
13946,1.1,Premium,H,VS1,61.3,58.0,5673,6.66,6.61,4.07
7570,0.73,Ideal,D,VVS2,62.2,56.0,4252,5.79,5.73,3.58
5424,1.01,Good,I,SI2,62.6,59.0,3823,6.34,6.43,4.0
6450,0.91,Very Good,F,SI1,62.3,60.0,4049,6.08,6.15,3.81
2393,0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72
22205,1.09,Ideal,F,VVS2,62.1,56.0,10246,6.55,6.59,4.08
9277,1.01,Very Good,D,SI2,61.4,60.0,4564,6.33,6.38,3.9
25963,2.01,Good,I,VS2,63.8,58.0,15147,7.82,7.89,5.01
19179,1.46,Premium,G,SI2,59.5,59.0,7931,7.34,7.29,4.35
9394,1.0,Good,F,SI1,64.1,60.0,4586,6.25,6.19,3.99
52663,0.71,Very Good,I,VVS1,63.0,58.0,2549,5.66,5.68,3.57
29825,0.31,Very Good,E,VVS2,61.5,55.0,710,4.37,4.41,2.7
7417,0.98,Good,F,SI1,56.8,64.0,4226,6.68,6.52,3.75
16111,1.25,Good,F,VS2,63.9,58.0,6440,6.76,6.71,4.31
42661,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
48594,0.7,Good,I,SI1,63.6,55.0,1995,5.62,5.58,3.56
29173,0.4,Very Good,E,SI1,62.2,56.0,694,4.71,4.74,2.94
44198,0.51,Ideal,D,SI1,61.7,55.0,1569,5.11,5.16,3.17
16633,1.12,Ideal,G,VS2,62.0,56.0,6652,6.64,6.69,4.13
30385,0.33,Ideal,G,VVS2,61.3,56.0,730,4.46,4.48,2.74
28864,0.36,Ideal,H,SI1,61.4,56.0,684,4.56,4.59,2.81
51,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
18148,1.01,Premium,G,IF,61.3,58.0,7352,6.48,6.4,3.95
